instant,dteday,season,year,month,hours,holiday,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,temp_actual,atemp_actual,hum_actual,windspeed_actual,time_group,temp_category
11976,2012-05-19,Summer,2012,May,4,No,Saturday,Clear,0.48,0.4697,0.59,0.0896,6,8,14,19.68,23.485,59.0,6.0032,Night,Mild
11977,2012-05-19,Summer,2012,May,5,No,Saturday,Clear,0.46,0.4545,0.67,0.0,1,11,12,18.86,22.725,67.0,0.0,Night,Mild
11978,2012-05-19,Summer,2012,May,6,No,Saturday,Clear,0.44,0.4394,0.72,0.0896,12,38,50,18.04,21.97,72.0,6.0032,Morning,Mild
11979,2012-05-19,Summer,2012,May,7,No,Saturday,Clear,0.46,0.4545,0.67,0.1045,28,67,95,18.86,22.725,67.0,7.0015,Morning,Mild
11980,2012-05-19,Summer,2012,May,8,No,Saturday,Clear,0.52,0.5,0.52,0.1642,33,162,195,21.32,25.0,52.0,11.0014,Morning,Mild
11981,2012-05-19,Summer,2012,May,9,No,Saturday,Clear,0.56,0.5303,0.43,0.1642,79,213,292,22.96,26.515,43.0,11.0014,Morning,Mild
11982,2012-05-19,Summer,2012,May,10,No,Saturday,Clear,0.56,0.5303,0.43,0.0,177,275,452,22.96,26.515,43.0,0.0,Morning,Mild
11983,2012-05-19,Summer,2012,May,11,No,Saturday,Clear,0.62,0.6212,0.38,0.0896,235,351,586,25.419999999999998,31.06,38.0,6.0032,Morning,Mild
11984,2012-05-19,Summer,2012,May,12,No,Saturday,Clear,0.66,0.6212,0.36,0.0,276,366,642,27.060000000000002,31.06,36.0,0.0,Afternoon,Mild
11985,2012-05-19,Summer,2012,May,13,No,Saturday,Clear,0.7,0.6364,0.37,0.1343,332,372,704,28.7,31.819999999999997,37.0,8.9981,Afternoon,Hot
11986,2012-05-19,Summer,2012,May,14,No,Saturday,Clear,0.72,0.6515,0.3,0.0896,361,369,730,29.52,32.574999999999996,30.0,6.0032,Afternoon,Hot
11987,2012-05-19,Summer,2012,May,15,No,Saturday,Clear,0.72,0.6515,0.3,0.1045,356,316,672,29.52,32.574999999999996,30.0,7.0015,Afternoon,Hot
11988,2012-05-19,Summer,2012,May,16,No,Saturday,Clear,0.74,0.6515,0.3,0.1045,331,311,642,30.34,32.574999999999996,30.0,7.0015,Afternoon,Hot
11989,2012-05-19,Summer,2012,May,17,No,Saturday,Clear,0.74,0.6515,0.3,0.0896,279,347,626,30.34,32.574999999999996,30.0,6.0032,Evening,Hot
11990,2012-05-19,Summer,2012,May,18,No,Saturday,Clear,0.74,0.6515,0.33,0.0896,254,391,645,30.34,32.574999999999996,33.0,6.0032,Evening,Hot
11991,2012-05-19,Summer,2012,May,19,No,Saturday,Clear,0.7,0.6364,0.39,0.1343,203,229,432,28.7,31.819999999999997,39.0,8.9981,Evening,Hot
11992,2012-05-19,Summer,2012,May,20,No,Saturday,Clear,0.68,0.6364,0.41,0.0896,118,197,315,27.880000000000003,31.819999999999997,41.0,6.0032,Evening,Hot
11993,2012-05-19,Summer,2012,May,21,No,Saturday,Clear,0.64,0.6212,0.5,0.0,81,178,259,26.240000000000002,31.06,50.0,0.0,Night,Mild
11994,2012-05-19,Summer,2012,May,22,No,Saturday,Clear,0.64,0.6212,0.47,0.0,104,234,338,26.240000000000002,31.06,47.0,0.0,Night,Mild
11995,2012-05-19,Summer,2012,May,23,No,Saturday,Clear,0.6,0.6212,0.56,0.1642,71,168,239,24.599999999999998,31.06,56.00000000000001,11.0014,Night,Mild
11996,2012-05-20,Summer,2012,May,0,No,Sunday,Clear,0.58,0.5455,0.53,0.1045,42,128,170,23.779999999999998,27.275,53.0,7.0015,Night,Mild
11997,2012-05-20,Summer,2012,May,1,No,Sunday,Clear,0.56,0.5303,0.52,0.0,28,102,130,22.96,26.515,52.0,0.0,Night,Mild
11998,2012-05-20,Summer,2012,May,2,No,Sunday,Clear,0.56,0.5303,0.52,0.0,36,62,98,22.96,26.515,52.0,0.0,Night,Mild
11999,2012-05-20,Summer,2012,May,3,No,Sunday,Clear,0.54,0.5152,0.56,0.0896,26,40,66,22.14,25.759999999999998,56.00000000000001,6.0032,Night,Mild
12000,2012-05-20,Summer,2012,May,4,No,Sunday,Clear,0.52,0.5,0.68,0.0896,2,14,16,21.32,25.0,68.0,6.0032,Night,Mild
12001,2012-05-20,Summer,2012,May,5,No,Sunday,Clear,0.5,0.4848,0.72,0.1045,1,7,8,20.5,24.240000000000002,72.0,7.0015,Night,Mild
12002,2012-05-20,Summer,2012,May,6,No,Sunday,Clear,0.5,0.4848,0.63,0.1343,4,21,25,20.5,24.240000000000002,63.0,8.9981,Morning,Mild
12003,2012-05-20,Summer,2012,May,7,No,Sunday,Clear,0.52,0.5,0.68,0.194,35,55,90,21.32,25.0,68.0,12.998000000000001,Morning,Mild
12004,2012-05-20,Summer,2012,May,8,No,Sunday,Clear,0.56,0.5303,0.56,0.1642,51,120,171,22.96,26.515,56.00000000000001,11.0014,Morning,Mild
12005,2012-05-20,Summer,2012,May,9,No,Sunday,Clear,0.62,0.6212,0.32,0.2537,129,184,313,25.419999999999998,31.06,32.0,16.997899999999998,Morning,Mild
12006,2012-05-20,Summer,2012,May,10,No,Sunday,Clear,0.66,0.6212,0.34,0.2985,174,258,432,27.060000000000002,31.06,34.0,19.999499999999998,Morning,Mild
12007,2012-05-20,Summer,2012,May,11,No,Sunday,Clear,0.66,0.6212,0.36,0.3284,258,323,581,27.060000000000002,31.06,36.0,22.0028,Morning,Mild
12008,2012-05-20,Summer,2012,May,12,No,Sunday,Clear,0.68,0.6364,0.36,0.3284,247,390,637,27.880000000000003,31.819999999999997,36.0,22.0028,Afternoon,Hot
12009,2012-05-20,Summer,2012,May,13,No,Sunday,Clear,0.7,0.6364,0.37,0.2836,244,363,607,28.7,31.819999999999997,37.0,19.0012,Afternoon,Hot
12010,2012-05-20,Summer,2012,May,14,No,Sunday,Clear,0.72,0.6515,0.39,0.3881,236,307,543,29.52,32.574999999999996,39.0,26.0027,Afternoon,Hot
12011,2012-05-20,Summer,2012,May,15,No,Sunday,Mist,0.7,0.6364,0.39,0.4179,246,256,502,28.7,31.819999999999997,39.0,27.999299999999998,Afternoon,Hot
12012,2012-05-20,Summer,2012,May,16,No,Sunday,Clear,0.72,0.6515,0.42,0.3582,238,339,577,29.52,32.574999999999996,42.0,23.9994,Afternoon,Hot
12013,2012-05-20,Summer,2012,May,17,No,Sunday,Clear,0.72,0.6515,0.45,0.3284,209,340,549,29.52,32.574999999999996,45.0,22.0028,Evening,Hot
12014,2012-05-20,Summer,2012,May,18,No,Sunday,Clear,0.7,0.6515,0.51,0.3284,146,328,474,28.7,32.574999999999996,51.0,22.0028,Evening,Hot
12015,2012-05-20,Summer,2012,May,19,No,Sunday,Clear,0.66,0.6212,0.61,0.4179,142,260,402,27.060000000000002,31.06,61.0,27.999299999999998,Evening,Mild
12016,2012-05-20,Summer,2012,May,20,No,Sunday,Clear,0.66,0.6212,0.61,0.4179,83,191,274,27.060000000000002,31.06,61.0,27.999299999999998,Evening,Mild
12017,2012-05-20,Summer,2012,May,21,No,Sunday,Clear,0.64,0.6061,0.69,0.3881,51,182,233,26.240000000000002,30.305,69.0,26.0027,Night,Mild
12018,2012-05-20,Summer,2012,May,22,No,Sunday,Clear,0.62,0.5909,0.73,0.3284,44,101,145,25.419999999999998,29.544999999999998,73.0,22.0028,Night,Mild
12019,2012-05-20,Summer,2012,May,23,No,Sunday,Light Rain/Snow,0.6,0.5758,0.78,0.3582,32,54,86,24.599999999999998,28.79,78.0,23.9994,Night,Mild
12020,2012-05-21,Summer,2012,May,0,No,Monday,Light Rain/Snow,0.58,0.5455,0.88,0.2985,12,28,40,23.779999999999998,27.275,88.0,19.999499999999998,Night,Mild
12021,2012-05-21,Summer,2012,May,1,No,Monday,Light Rain/Snow,0.58,0.5455,0.88,0.3582,4,11,15,23.779999999999998,27.275,88.0,23.9994,Night,Mild
12022,2012-05-21,Summer,2012,May,2,No,Monday,Light Rain/Snow,0.56,0.5303,0.94,0.2537,2,9,11,22.96,26.515,94.0,16.997899999999998,Night,Mild
12023,2012-05-21,Summer,2012,May,3,No,Monday,Mist,0.56,0.5303,0.88,0.2985,0,2,2,22.96,26.515,88.0,19.999499999999998,Night,Mild
12024,2012-05-21,Summer,2012,May,4,No,Monday,Light Rain/Snow,0.56,0.5303,0.88,0.2985,2,5,7,22.96,26.515,88.0,19.999499999999998,Night,Mild
12025,2012-05-21,Summer,2012,May,5,No,Monday,Light Rain/Snow,0.56,0.5303,0.88,0.2985,1,14,15,22.96,26.515,88.0,19.999499999999998,Night,Mild
12026,2012-05-21,Summer,2012,May,6,No,Monday,Light Rain/Snow,0.56,0.5303,0.88,0.2985,3,76,79,22.96,26.515,88.0,19.999499999999998,Morning,Mild
12027,2012-05-21,Summer,2012,May,7,No,Monday,Light Rain/Snow,0.56,0.5303,0.88,0.2985,7,146,153,22.96,26.515,88.0,19.999499999999998,Morning,Mild
12028,2012-05-21,Summer,2012,May,8,No,Monday,Light Rain/Snow,0.56,0.5303,0.88,0.2537,12,258,270,22.96,26.515,88.0,16.997899999999998,Morning,Mild
12029,2012-05-21,Summer,2012,May,9,No,Monday,Light Rain/Snow,0.56,0.5303,0.88,0.2239,14,172,186,22.96,26.515,88.0,15.001299999999999,Morning,Mild
12030,2012-05-21,Summer,2012,May,10,No,Monday,Light Rain/Snow,0.58,0.5455,0.88,0.2836,28,71,99,23.779999999999998,27.275,88.0,19.0012,Morning,Mild
12031,2012-05-21,Summer,2012,May,11,No,Monday,Mist,0.6,0.5606,0.83,0.1642,24,82,106,24.599999999999998,28.03,83.0,11.0014,Morning,Mild
12032,2012-05-21,Summer,2012,May,12,No,Monday,Mist,0.6,0.5606,0.83,0.2537,46,124,170,24.599999999999998,28.03,83.0,16.997899999999998,Afternoon,Mild
12033,2012-05-21,Summer,2012,May,13,No,Monday,Light Rain/Snow,0.6,0.5606,0.83,0.2537,49,135,184,24.599999999999998,28.03,83.0,16.997899999999998,Afternoon,Mild
12034,2012-05-21,Summer,2012,May,14,No,Monday,Light Rain/Snow,0.6,0.5606,0.83,0.194,45,135,180,24.599999999999998,28.03,83.0,12.998000000000001,Afternoon,Mild
12035,2012-05-21,Summer,2012,May,15,No,Monday,Mist,0.64,0.6061,0.73,0.194,67,158,225,26.240000000000002,30.305,73.0,12.998000000000001,Afternoon,Mild
12036,2012-05-21,Summer,2012,May,16,No,Monday,Mist,0.64,0.6061,0.73,0.2537,46,269,315,26.240000000000002,30.305,73.0,16.997899999999998,Afternoon,Mild
12037,2012-05-21,Summer,2012,May,17,No,Monday,Mist,0.66,0.6212,0.69,0.2537,40,468,508,27.060000000000002,31.06,69.0,16.997899999999998,Evening,Mild
12038,2012-05-21,Summer,2012,May,18,No,Monday,Clear,0.64,0.6061,0.73,0.1045,52,478,530,26.240000000000002,30.305,73.0,7.0015,Evening,Mild
12039,2012-05-21,Summer,2012,May,19,No,Monday,Clear,0.66,0.6212,0.69,0.0896,57,391,448,27.060000000000002,31.06,69.0,6.0032,Evening,Mild
12040,2012-05-21,Summer,2012,May,20,No,Monday,Clear,0.64,0.6061,0.69,0.1343,44,292,336,26.240000000000002,30.305,69.0,8.9981,Evening,Mild
12041,2012-05-21,Summer,2012,May,21,No,Monday,Clear,0.62,0.6061,0.69,0.0896,31,210,241,25.419999999999998,30.305,69.0,6.0032,Night,Mild
12042,2012-05-21,Summer,2012,May,22,No,Monday,Mist,0.62,0.5909,0.73,0.1642,26,116,142,25.419999999999998,29.544999999999998,73.0,11.0014,Night,Mild
12043,2012-05-21,Summer,2012,May,23,No,Monday,Clear,0.62,0.5909,0.73,0.2836,18,79,97,25.419999999999998,29.544999999999998,73.0,19.0012,Night,Mild
12044,2012-05-22,Summer,2012,May,0,No,Tuesday,Clear,0.58,0.5455,0.83,0.2537,10,26,36,23.779999999999998,27.275,83.0,16.997899999999998,Night,Mild
12045,2012-05-22,Summer,2012,May,1,No,Tuesday,Mist,0.58,0.5455,0.83,0.1343,11,16,27,23.779999999999998,27.275,83.0,8.9981,Night,Mild
12046,2012-05-22,Summer,2012,May,2,No,Tuesday,Mist,0.58,0.5455,0.83,0.1045,1,10,11,23.779999999999998,27.275,83.0,7.0015,Night,Mild
12047,2012-05-22,Summer,2012,May,3,No,Tuesday,Mist,0.58,0.5455,0.83,0.1045,0,5,5,23.779999999999998,27.275,83.0,7.0015,Night,Mild
12048,2012-05-22,Summer,2012,May,4,No,Tuesday,Mist,0.56,0.5303,0.88,0.1642,0,7,7,22.96,26.515,88.0,11.0014,Night,Mild
12049,2012-05-22,Summer,2012,May,5,No,Tuesday,Light Rain/Snow,0.56,0.5303,0.88,0.194,0,17,17,22.96,26.515,88.0,12.998000000000001,Night,Mild
12050,2012-05-22,Summer,2012,May,6,No,Tuesday,Light Rain/Snow,0.56,0.5303,0.88,0.1045,8,129,137,22.96,26.515,88.0,7.0015,Morning,Mild
12051,2012-05-22,Summer,2012,May,7,No,Tuesday,Light Rain/Snow,0.56,0.5303,0.88,0.1045,9,315,324,22.96,26.515,88.0,7.0015,Morning,Mild
12052,2012-05-22,Summer,2012,May,8,No,Tuesday,Mist,0.56,0.5303,0.88,0.1343,20,570,590,22.96,26.515,88.0,8.9981,Morning,Mild
12053,2012-05-22,Summer,2012,May,9,No,Tuesday,Mist,0.6,0.5606,0.83,0.1045,46,287,333,24.599999999999998,28.03,83.0,7.0015,Morning,Mild
12054,2012-05-22,Summer,2012,May,10,No,Tuesday,Mist,0.6,0.5758,0.78,0.0896,52,148,200,24.599999999999998,28.79,78.0,6.0032,Morning,Mild
12055,2012-05-22,Summer,2012,May,11,No,Tuesday,Mist,0.6,0.5758,0.78,0.0,39,150,189,24.599999999999998,28.79,78.0,0.0,Morning,Mild
12056,2012-05-22,Summer,2012,May,12,No,Tuesday,Mist,0.62,0.5909,0.78,0.1045,76,178,254,25.419999999999998,29.544999999999998,78.0,7.0015,Afternoon,Mild
12057,2012-05-22,Summer,2012,May,13,No,Tuesday,Mist,0.64,0.6061,0.73,0.0,48,195,243,26.240000000000002,30.305,73.0,0.0,Afternoon,Mild
12058,2012-05-22,Summer,2012,May,14,No,Tuesday,Mist,0.64,0.6061,0.73,0.1045,73,149,222,26.240000000000002,30.305,73.0,7.0015,Afternoon,Mild
12059,2012-05-22,Summer,2012,May,15,No,Tuesday,Clear,0.7,0.6515,0.61,0.0896,54,191,245,28.7,32.574999999999996,61.0,6.0032,Afternoon,Hot
12060,2012-05-22,Summer,2012,May,16,No,Tuesday,Clear,0.68,0.6364,0.61,0.1045,70,316,386,27.880000000000003,31.819999999999997,61.0,7.0015,Afternoon,Hot
12061,2012-05-22,Summer,2012,May,17,No,Tuesday,Clear,0.72,0.6667,0.54,0.0,69,716,785,29.52,33.335,54.0,0.0,Evening,Hot
12062,2012-05-22,Summer,2012,May,18,No,Tuesday,Clear,0.68,0.6364,0.61,0.1343,76,709,785,27.880000000000003,31.819999999999997,61.0,8.9981,Evening,Hot
12063,2012-05-22,Summer,2012,May,19,No,Tuesday,Clear,0.66,0.6212,0.69,0.2239,44,320,364,27.060000000000002,31.06,69.0,15.001299999999999,Evening,Mild
12064,2012-05-22,Summer,2012,May,20,No,Tuesday,Clear,0.64,0.6061,0.73,0.2537,54,319,373,26.240000000000002,30.305,73.0,16.997899999999998,Evening,Mild
12065,2012-05-22,Summer,2012,May,21,No,Tuesday,Clear,0.62,0.5909,0.78,0.1343,28,233,261,25.419999999999998,29.544999999999998,78.0,8.9981,Night,Mild
12066,2012-05-22,Summer,2012,May,22,No,Tuesday,Clear,0.62,0.5909,0.73,0.0896,17,157,174,25.419999999999998,29.544999999999998,73.0,6.0032,Night,Mild
12067,2012-05-22,Summer,2012,May,23,No,Tuesday,Clear,0.62,0.5909,0.73,0.1045,14,91,105,25.419999999999998,29.544999999999998,73.0,7.0015,Night,Mild
12068,2012-05-23,Summer,2012,May,0,No,Wednesday,Clear,0.62,0.5909,0.78,0.1343,19,28,47,25.419999999999998,29.544999999999998,78.0,8.9981,Night,Mild
12069,2012-05-23,Summer,2012,May,1,No,Wednesday,Clear,0.6,0.5606,0.83,0.1642,23,9,32,24.599999999999998,28.03,83.0,11.0014,Night,Mild
12070,2012-05-23,Summer,2012,May,2,No,Wednesday,Mist,0.6,0.5606,0.83,0.1642,2,10,12,24.599999999999998,28.03,83.0,11.0014,Night,Mild
12071,2012-05-23,Summer,2012,May,3,No,Wednesday,Clear,0.6,0.5758,0.78,0.1045,0,5,5,24.599999999999998,28.79,78.0,7.0015,Night,Mild
12072,2012-05-23,Summer,2012,May,4,No,Wednesday,Light Rain/Snow,0.58,0.5455,0.83,0.194,0,3,3,23.779999999999998,27.275,83.0,12.998000000000001,Night,Mild
12073,2012-05-23,Summer,2012,May,5,No,Wednesday,Light Rain/Snow,0.56,0.5303,0.88,0.2537,6,29,35,22.96,26.515,88.0,16.997899999999998,Night,Mild
12074,2012-05-23,Summer,2012,May,6,No,Wednesday,Clear,0.56,0.5303,0.88,0.1045,6,154,160,22.96,26.515,88.0,7.0015,Morning,Mild
12075,2012-05-23,Summer,2012,May,7,No,Wednesday,Clear,0.58,0.5455,0.83,0.0,16,452,468,23.779999999999998,27.275,83.0,0.0,Morning,Mild
12076,2012-05-23,Summer,2012,May,8,No,Wednesday,Clear,0.58,0.5455,0.83,0.0,38,681,719,23.779999999999998,27.275,83.0,0.0,Morning,Mild
12077,2012-05-23,Summer,2012,May,9,No,Wednesday,Mist,0.62,0.5909,0.78,0.0,39,258,297,25.419999999999998,29.544999999999998,78.0,0.0,Morning,Mild
12078,2012-05-23,Summer,2012,May,10,No,Wednesday,Clear,0.62,0.5909,0.78,0.0896,52,139,191,25.419999999999998,29.544999999999998,78.0,6.0032,Morning,Mild
12079,2012-05-23,Summer,2012,May,11,No,Wednesday,Clear,0.64,0.6061,0.73,0.0,46,151,197,26.240000000000002,30.305,73.0,0.0,Morning,Mild
12080,2012-05-23,Summer,2012,May,12,No,Wednesday,Mist,0.66,0.6212,0.69,0.0896,42,206,248,27.060000000000002,31.06,69.0,6.0032,Afternoon,Mild
12081,2012-05-23,Summer,2012,May,13,No,Wednesday,Mist,0.66,0.6212,0.74,0.1642,69,201,270,27.060000000000002,31.06,74.0,11.0014,Afternoon,Mild
12082,2012-05-23,Summer,2012,May,14,No,Wednesday,Clear,0.68,0.6364,0.65,0.1343,67,181,248,27.880000000000003,31.819999999999997,65.0,8.9981,Afternoon,Hot
12083,2012-05-23,Summer,2012,May,15,No,Wednesday,Mist,0.7,0.6515,0.61,0.0,65,192,257,28.7,32.574999999999996,61.0,0.0,Afternoon,Hot
12084,2012-05-23,Summer,2012,May,16,No,Wednesday,Light Rain/Snow,0.7,0.6515,0.61,0.0896,62,216,278,28.7,32.574999999999996,61.0,6.0032,Afternoon,Hot
12085,2012-05-23,Summer,2012,May,17,No,Wednesday,Light Rain/Snow,0.64,0.6061,0.69,0.1045,45,240,285,26.240000000000002,30.305,69.0,7.0015,Evening,Mild
12086,2012-05-23,Summer,2012,May,18,No,Wednesday,Light Rain/Snow,0.64,0.6061,0.69,0.1045,31,296,327,26.240000000000002,30.305,69.0,7.0015,Evening,Mild
12087,2012-05-23,Summer,2012,May,19,No,Wednesday,Mist,0.62,0.5758,0.83,0.1642,40,336,376,25.419999999999998,28.79,83.0,11.0014,Evening,Mild
12088,2012-05-23,Summer,2012,May,20,No,Wednesday,Mist,0.62,0.5758,0.83,0.0896,28,267,295,25.419999999999998,28.79,83.0,6.0032,Evening,Mild
12089,2012-05-23,Summer,2012,May,21,No,Wednesday,Mist,0.62,0.5758,0.83,0.0,24,221,245,25.419999999999998,28.79,83.0,0.0,Night,Mild
12090,2012-05-23,Summer,2012,May,22,No,Wednesday,Mist,0.62,0.5758,0.83,0.1642,23,136,159,25.419999999999998,28.79,83.0,11.0014,Night,Mild
12091,2012-05-23,Summer,2012,May,23,No,Wednesday,Clear,0.6,0.5606,0.83,0.1343,23,83,106,24.599999999999998,28.03,83.0,8.9981,Night,Mild
12092,2012-05-24,Summer,2012,May,0,No,Thursday,Clear,0.6,0.5606,0.83,0.0896,7,49,56,24.599999999999998,28.03,83.0,6.0032,Night,Mild
12093,2012-05-24,Summer,2012,May,1,No,Thursday,Clear,0.6,0.5455,0.88,0.0896,9,21,30,24.599999999999998,27.275,88.0,6.0032,Night,Mild
12094,2012-05-24,Summer,2012,May,2,No,Thursday,Clear,0.6,0.5455,0.88,0.0,1,15,16,24.599999999999998,27.275,88.0,0.0,Night,Mild
12095,2012-05-24,Summer,2012,May,3,No,Thursday,Mist,0.6,0.5455,0.88,0.1045,1,3,4,24.599999999999998,27.275,88.0,7.0015,Night,Mild
12096,2012-05-24,Summer,2012,May,4,No,Thursday,Mist,0.6,0.5455,0.88,0.1642,0,5,5,24.599999999999998,27.275,88.0,11.0014,Night,Mild
12097,2012-05-24,Summer,2012,May,5,No,Thursday,Mist,0.6,0.5455,0.88,0.1642,1,29,30,24.599999999999998,27.275,88.0,11.0014,Night,Mild
12098,2012-05-24,Summer,2012,May,6,No,Thursday,Mist,0.6,0.5455,0.88,0.1642,10,146,156,24.599999999999998,27.275,88.0,11.0014,Morning,Mild
12099,2012-05-24,Summer,2012,May,7,No,Thursday,Clear,0.6,0.5606,0.83,0.1045,22,393,415,24.599999999999998,28.03,83.0,7.0015,Morning,Mild
12100,2012-05-24,Summer,2012,May,8,No,Thursday,Clear,0.62,0.5909,0.73,0.1343,33,659,692,25.419999999999998,29.544999999999998,73.0,8.9981,Morning,Mild
12101,2012-05-24,Summer,2012,May,9,No,Thursday,Clear,0.62,0.5909,0.73,0.1642,34,267,301,25.419999999999998,29.544999999999998,73.0,11.0014,Morning,Mild
12102,2012-05-24,Summer,2012,May,10,No,Thursday,Clear,0.64,0.6061,0.65,0.1343,47,138,185,26.240000000000002,30.305,65.0,8.9981,Morning,Mild
12103,2012-05-24,Summer,2012,May,11,No,Thursday,Clear,0.66,0.6212,0.65,0.1343,61,160,221,27.060000000000002,31.06,65.0,8.9981,Morning,Mild
12104,2012-05-24,Summer,2012,May,12,No,Thursday,Clear,0.7,0.6515,0.58,0.1045,76,213,289,28.7,32.574999999999996,57.99999999999999,7.0015,Afternoon,Hot
12105,2012-05-24,Summer,2012,May,13,No,Thursday,Clear,0.72,0.6667,0.54,0.1642,69,233,302,29.52,33.335,54.0,11.0014,Afternoon,Hot
12106,2012-05-24,Summer,2012,May,14,No,Thursday,Clear,0.74,0.6818,0.55,0.2239,72,180,252,30.34,34.089999999999996,55.00000000000001,15.001299999999999,Afternoon,Hot
12107,2012-05-24,Summer,2012,May,15,No,Thursday,Clear,0.74,0.6818,0.55,0.2537,69,222,291,30.34,34.089999999999996,55.00000000000001,16.997899999999998,Afternoon,Hot
12108,2012-05-24,Summer,2012,May,16,No,Thursday,Clear,0.74,0.6818,0.55,0.3582,61,329,390,30.34,34.089999999999996,55.00000000000001,23.9994,Afternoon,Hot
12109,2012-05-24,Summer,2012,May,17,No,Thursday,Clear,0.74,0.6818,0.55,0.2836,120,678,798,30.34,34.089999999999996,55.00000000000001,19.0012,Evening,Hot
12110,2012-05-24,Summer,2012,May,18,No,Thursday,Clear,0.72,0.6667,0.54,0.3284,118,634,752,29.52,33.335,54.0,22.0028,Evening,Hot
12111,2012-05-24,Summer,2012,May,19,No,Thursday,Clear,0.7,0.6515,0.61,0.2985,76,416,492,28.7,32.574999999999996,61.0,19.999499999999998,Evening,Hot
12112,2012-05-24,Summer,2012,May,20,No,Thursday,Mist,0.66,0.6212,0.69,0.2836,55,343,398,27.060000000000002,31.06,69.0,19.0012,Evening,Mild
12113,2012-05-24,Summer,2012,May,21,No,Thursday,Light Rain/Snow,0.64,0.5909,0.78,0.1642,48,237,285,26.240000000000002,29.544999999999998,78.0,11.0014,Night,Mild
12114,2012-05-24,Summer,2012,May,22,No,Thursday,Mist,0.64,0.5909,0.78,0.1045,33,210,243,26.240000000000002,29.544999999999998,78.0,7.0015,Night,Mild
12115,2012-05-24,Summer,2012,May,23,No,Thursday,Mist,0.64,0.5909,0.78,0.1343,36,131,167,26.240000000000002,29.544999999999998,78.0,8.9981,Night,Mild
12116,2012-05-25,Summer,2012,May,0,No,Friday,Clear,0.62,0.5758,0.83,0.1343,10,63,73,25.419999999999998,28.79,83.0,8.9981,Night,Mild
12117,2012-05-25,Summer,2012,May,1,No,Friday,Clear,0.62,0.5758,0.83,0.0896,8,34,42,25.419999999999998,28.79,83.0,6.0032,Night,Mild
12118,2012-05-25,Summer,2012,May,2,No,Friday,Mist,0.62,0.5758,0.83,0.0,7,16,23,25.419999999999998,28.79,83.0,0.0,Night,Mild
12119,2012-05-25,Summer,2012,May,3,No,Friday,Mist,0.62,0.5606,0.88,0.1045,8,6,14,25.419999999999998,28.03,88.0,7.0015,Night,Mild
12120,2012-05-25,Summer,2012,May,4,No,Friday,Mist,0.62,0.5606,0.88,0.0,3,6,9,25.419999999999998,28.03,88.0,0.0,Night,Mild
12121,2012-05-25,Summer,2012,May,5,No,Friday,Mist,0.62,0.5606,0.88,0.0896,2,28,30,25.419999999999998,28.03,88.0,6.0032,Night,Mild
12122,2012-05-25,Summer,2012,May,6,No,Friday,Mist,0.62,0.5606,0.88,0.1045,5,108,113,25.419999999999998,28.03,88.0,7.0015,Morning,Mild
12123,2012-05-25,Summer,2012,May,7,No,Friday,Mist,0.62,0.5606,0.88,0.1642,7,352,359,25.419999999999998,28.03,88.0,11.0014,Morning,Mild
12124,2012-05-25,Summer,2012,May,8,No,Friday,Mist,0.64,0.5758,0.89,0.1045,32,551,583,26.240000000000002,28.79,89.0,7.0015,Morning,Mild
12125,2012-05-25,Summer,2012,May,9,No,Friday,Mist,0.64,0.5758,0.89,0.1343,52,288,340,26.240000000000002,28.79,89.0,8.9981,Morning,Mild
12126,2012-05-25,Summer,2012,May,10,No,Friday,Clear,0.68,0.6364,0.79,0.1642,69,163,232,27.880000000000003,31.819999999999997,79.0,11.0014,Morning,Hot
12127,2012-05-25,Summer,2012,May,11,No,Friday,Clear,0.68,0.6364,0.79,0.1343,90,193,283,27.880000000000003,31.819999999999997,79.0,8.9981,Morning,Hot
12128,2012-05-25,Summer,2012,May,12,No,Friday,Clear,0.72,0.6818,0.66,0.1045,84,237,321,29.52,34.089999999999996,66.0,7.0015,Afternoon,Hot
12129,2012-05-25,Summer,2012,May,13,No,Friday,Clear,0.74,0.6818,0.62,0.1343,86,247,333,30.34,34.089999999999996,62.0,8.9981,Afternoon,Hot
12130,2012-05-25,Summer,2012,May,14,No,Friday,Clear,0.74,0.6818,0.58,0.1343,104,263,367,30.34,34.089999999999996,57.99999999999999,8.9981,Afternoon,Hot
12131,2012-05-25,Summer,2012,May,15,No,Friday,Clear,0.76,0.7121,0.62,0.194,106,360,466,31.16,35.605,62.0,12.998000000000001,Afternoon,Hot
12132,2012-05-25,Summer,2012,May,16,No,Friday,Clear,0.78,0.7121,0.52,0.2239,137,447,584,31.98,35.605,52.0,15.001299999999999,Afternoon,Hot
12133,2012-05-25,Summer,2012,May,17,No,Friday,Clear,0.76,0.7121,0.62,0.2836,124,529,653,31.16,35.605,62.0,19.0012,Evening,Hot
12134,2012-05-25,Summer,2012,May,18,No,Friday,Clear,0.76,0.7121,0.62,0.194,131,391,522,31.16,35.605,62.0,12.998000000000001,Evening,Hot
12135,2012-05-25,Summer,2012,May,19,No,Friday,Clear,0.74,0.6818,0.62,0.2537,111,293,404,30.34,34.089999999999996,62.0,16.997899999999998,Evening,Hot
12136,2012-05-25,Summer,2012,May,20,No,Friday,Clear,0.7,0.6515,0.65,0.1642,80,270,350,28.7,32.574999999999996,65.0,11.0014,Evening,Hot
